Data;Eur;GBP;USD;CAD;AUD;SGD;CHF;JPY;KRW;BRL;RUB
07/12/2009;1,00;0,69;3,43;1,36;1,30;3,87;1,32;111,00;1395,81;41,76;69,03
08/12/2009;1,00;0,82;1,38;1,52;1,48;1,74;1,22;141,69;1436,07;3,10;49,39
09/12/2009;1,00;0,82;1,38;1,52;1,49;1,74;1,22;141,46;1441,29;3,10;49,41
10/12/2009;1,00;0,82;1,38;1,52;1,49;1,74;1,22;141,63;1437,95;3,06;49,32
11/12/2009;1,00;0,82;1,38;1,52;1,49;1,74;1,22;141,05;1439,73;3,08;49,83
12/12/2009;1,00;0,82;1,39;1,53;1,49;1,74;1,22;141,85;1434,49;3,10;49,96
13/12/2009;1,00;0,82;1,38;1,52;1,49;1,74;1,22;142,03;1423,99;3,07;49,16
14/12/2009;1,00;0,82;1,39;1,52;1,49;1,74;1,22;142,07;1430,35;3,12;49,46
15/12/2009;1,00;0,65;3,86;1,31;1,32;1,68;1,13;126,89;1044,33;52,68;69,54
16/12/2009;1,00;0,82;1,39;1,52;1,50;1,74;1,22;142,06;1428,24;3,09;49,65
17/12/2009;1,00;0,82;1,39;1,52;1,50;1,73;1,22;141,44;1427,24;3,09;49,71
18/12/2009;1,00;0,82;1,39;1,52;1,49;1,74;1,22;141,89;1431,82;3,12;49,42
19/12/2009;1,00;0,82;1,39;1,52;1,49;1,74;1,22;141,68;1424,96;3,10;49,19
20/12/2009;1,00;0,82;1,40;1,52;1,49;1,74;1,22;141,95;1426,66;3,09;48,96
21/12/2009;1,00;0,82;1,38;1,49;1,47;1,72;1,22;140,14;1413,41;3,05;48,53
22/12/2009;1,00;0,82;1,38;1,50;1,47;1,72;1,22;140,31;1410,66;3,05;48,39
23/12/2009;1,00;0,81;1,37;1,49;1,46;1,72;1,22;140,25;1401,13;3,04;47,82
24/12/2009;1,00;0,82;1,37;1,50;1,46;1,71;1,22;139,65;1409,91;3,04;47,66
25/12/2009;1,00;0,82;1,37;1,48;1,46;1,71;1,22;139,17;1401,78;3,02;47,45
26/12/2009;1,00;0,81;1,37;1,49;1,46;1,71;1,22;138,95;1403,58;3,04;47,69
27/12/2009;1,00;0,81;1,37;1,49;1,47;1,71;1,22;138,79;1401,67;3,04;47,37
28/12/2009;1,00;0,81;1,37;1,49;1,48;1,72;1,22;138,88;1404,75;3,04;47,32
29/12/2009;1,00;0,81;1,37;1,49;1,48;1,71;1,22;138,18;1404,45;3,03;47,07
30/12/2009;1,00;0,81;1,37;1,49;1,48;1,71;1,22;138,96;1400,72;3,03;46,87
31/12/2009;1,00;0,81;1,36;1,49;1,48;1,71;1,22;138,92;1396,88;3,02;46,51
01/01/2010;1,00;0,81;1,36;1,48;1,48;1,71;1,22;138,97;1396,64;3,03;46,62
02/01/2010;1,00;0,81;1,36;1,48;1,47;1,71;1,22;139,01;1396,31;3,04;46,94
03/01/2010;1,00;0,81;1,36;1,48;1,47;1,71;1,22;138,73;1390,72;3,06;46,98
04/01/2010;1,00;0,81;1,36;1,48;1,46;1,71;1,22;138,34;1388,96;3,04;47,21
05/01/2010;1,00;0,81;1,36;1,47;1,46;1,71;1,22;138,36;1389,22;3,03;47,31
06/01/2010;1,00;0,81;1,36;1,48;1,47;1,71;1,22;138,94;1393,84;3,06;47,49
07/01/2010;1,00;0,81;1,36;1,49;1,47;1,71;1,22;139,64;1396,84;3,09;47,81
08/01/2010;1,00;0,81;1,36;1,49;1,47;1,71;1,22;139,78;1397,56;3,11;47,93
09/01/2010;1,00;0,81;1,36;1,48;1,46;1,71;1,22;139,24;1385,96;3,09;47,24
10/01/2010;1,00;0,81;1,36;1,49;1,46;1,71;1,22;139,71;1392,02;3,08;47,33
11/01/2010;1,00;0,81;1,36;1,49;1,45;1,70;1,22;139,39;1382,37;3,05;46,67
12/01/2010;1,00;0,81;1,35;1,48;1,45;1,69;1,22;138,63;1378,02;3,02;46,58
13/01/2010;1,00;0,81;1,35;1,47;1,44;1,69;1,22;138,19;1377,96;3,02;46,59
14/01/2010;1,00;0,80;1,35;1,47;1,44;1,69;1,22;138,12;1375,88;3,02;46,45
15/01/2010;1,00;0,80;1,35;1,47;1,44;1,69;1,22;138,08;1379,66;3,03;46,60
16/01/2010;1,00;0,80;1,35;1,47;1,44;1,69;1,22;137,81;1380,77;3,02;46,91
17/01/2010;1,00;0,80;1,36;1,47;1,45;1,70;1,22;138,40;1386,98;3,03;47,19
18/01/2010;1,00;0,80;1,36;1,47;1,45;1,70;1,22;138,65;1386,42;3,07;46,89
19/01/2010;1,00;0,80;1,36;1,47;1,45;1,70;1,22;138,82;1387,13;3,04;46,69
20/01/2010;1,00;0,80;1,36;1,47;1,45;1,70;1,22;138,68;1386,93;3,03;46,69
21/01/2010;1,00;0,80;1,36;1,46;1,44;1,70;1,22;138,46;1385,25;3,03;46,50
22/01/2010;1,00;0,80;1,36;1,46;1,45;1,70;1,22;138,80;1387,00;3,02;46,06
23/01/2010;1,00;0,80;1,36;1,46;1,45;1,70;1,22;138,73;1387,97;3,01;45,99
24/01/2010;1,00;0,80;1,36;1,46;1,45;1,70;1,22;138,49;1382,84;3,01;45,88
25/01/2010;1,00;0,80;1,36;1,46;1,45;1,70;1,22;138,09;1380,96;2,99;45,90
26/01/2010;1,00;0,80;1,37;1,46;1,45;1,70;1,22;138,44;1382,04;3,00;46,38
27/01/2010;1,00;0,80;1,37;1,46;1,45;1,71;1,21;138,98;1384,55;3,03;46,90
28/01/2010;1,00;0,80;1,37;1,45;1,44;1,70;1,21;138,65;1377,92;3,01;46,76
29/01/2010;1,00;0,80;1,36;1,45;1,46;1,70;1,21;139,06;1376,98;3,04;46,71
30/01/2010;1,00;0,79;1,36;1,45;1,45;1,69;1,22;138,67;1372,56;3,01;46,75
31/01/2010;1,00;0,79;1,36;1,45;1,45;1,69;1,22;138,53;1375,10;3,01;46,98
01/02/2010;1,00;0,79;1,36;1,45;1,45;1,69;1,22;138,26;1375,88;3,02;46,51
02/02/2010;1,00;0,80;1,36;1,45;1,45;1,69;1,22;138,38;1377,32;3,01;46,40
03/02/2010;1,00;0,80;1,36;1,45;1,45;1,69;1,21;137,87;1380,61;3,02;46,33
04/02/2010;1,00;0,79;1,36;1,45;1,45;1,69;1,21;137,75;1385,87;3,03;46,42
05/02/2010;1,00;0,80;1,36;1,46;1,45;1,69;1,21;138,29;1388,46;3,02;46,79
06/02/2010;1,00;0,79;1,36;1,46;1,45;1,69;1,21;138,28;1397,96;3,02;46,73
07/02/2010;1,00;0,79;1,35;1,46;1,45;1,68;1,22;137,73;1393,23;3,00;46,55
08/02/2010;1,00;0,79;1,35;1,45;1,44;1,68;1,21;137,27;1390,59;3,02;47,26
09/02/2010;1,00;0,79;1,35;1,45;1,44;1,68;1,21;137,07;1392,53;3,02;47,40
10/02/2010;1,00;0,79;1,35;1,45;1,44;1,68;1,21;136,97;1388,26;3,01;47,47
11/02/2010;1,00;0,79;1,35;1,45;1,44;1,67;1,22;136,93;1382,35;3,00;47,08
12/02/2010;1,00;0,79;1,35;1,44;1,42;1,67;1,22;136,51;1378,93;2,99;46,94
13/02/2010;1,00;0,79;1,35;1,44;1,43;1,67;1,22;136,97;1385,96;2,99;47,11
14/02/2010;1,00;0,79;1,34;1,45;1,43;1,67;1,22;136,97;1380,11;3,00;47,19
15/02/2010;1,00;0,79;1,34;1,45;1,43;1,67;1,22;136,74;1379,01;3,00;47,55
16/02/2010;1,00;0,79;1,34;1,45;1,43;1,67;1,22;137,04;1376,76;2,99;47,85
17/02/2010;1,00;0,79;1,34;1,46;1,43;1,67;1,22;137,05;1373,22;3,00;47,77
18/02/2010;1,00;0,79;1,34;1,46;1,44;1,67;1,22;137,66;1378,50;3,02;47,52
19/02/2010;1,00;0,80;1,34;1,46;1,44;1,67;1,22;137,92;1389,24;3,05;47,96
20/02/2010;1,00;0,80;1,34;1,47;1,44;1,67;1,22;137,72;1386,25;3,03;48,03
21/02/2010;1,00;0,79;1,34;1,47;1,44;1,67;1,22;137,46;1380,61;3,04;47,98
22/02/2010;1,00;0,79;1,33;1,46;1,43;1,67;1,22;136,58;1381,98;3,06;48,35
23/02/2010;1,00;0,79;1,34;1,46;1,44;1,67;1,22;136,76;1385,30;3,04;48,64
24/02/2010;1,00;0,80;1,34;1,46;1,44;1,68;1,21;136,45;1381,25;3,06;48,58
25/02/2010;1,00;0,80;1,34;1,47;1,44;1,67;1,21;136,72;1379,21;3,05;48,30
26/02/2010;1,00;0,80;1,33;1,46;1,44;1,67;1,21;136,49;1372,34;3,05;48,24
27/02/2010;1,00;0,80;1,34;1,46;1,44;1,67;1,21;136,89;1376,14;3,04;48,43
28/02/2010;1,00;0,80;1,34;1,46;1,44;1,67;1,21;136,99;1364,74;3,05;48,04
01/03/2010;1,00;0,80;1,34;1,46;1,44;1,67;1,21;137,33;1362,35;3,03;48,14
02/03/2010;1,00;0,80;1,34;1,46;1,44;1,67;1,21;137,22;1361,82;3,02;48,23
03/03/2010;1,00;0,80;1,34;1,46;1,43;1,66;1,21;137,12;1359,96;3,02;48,31
04/03/2010;1,00;0,80;1,33;1,45;1,43;1,66;1,21;137,23;1358,26;2,99;48,20
05/03/2010;1,00;0,80;1,33;1,45;1,43;1,66;1,21;137,71;1356,31;3,00;48,17
06/03/2010;1,00;0,80;1,33;1,45;1,42;1,66;1,21;137,70;1351,30;3,02;48,05
07/03/2010;1,00;0,80;1,32;1,45;1,42;1,65;1,21;137,13;1346,49;3,01;47,73
08/03/2010;1,00;0,80;1,32;1,45;1,42;1,65;1,21;137,15;1341,15;3,01;47,68
09/03/2010;1,00;0,79;1,32;1,44;1,41;1,64;1,21;136,88;1336,71;2,97;47,50
10/03/2010;1,00;0,79;1,32;1,43;1,41;1,65;1,21;136,68;1338,21;2,97;48,45
11/03/2010;1,00;0,80;1,32;1,43;1,41;1,65;1,21;137,11;1337,97;2,96;48,74
12/03/2010;1,00;0,79;1,31;1,43;1,41;1,64;1,21;136,97;1330,20;2,94;48,98
13/03/2010;1,00;0,79;1,31;1,43;1,41;1,64;1,21;137,63;1335,88;2,96;49,15
14/03/2010;1,00;0,80;1,32;1,43;1,41;1,65;1,21;138,11;1341,18;2,94;48,44
15/03/2010;1,00;0,79;1,30;1,42;1,39;1,63;1,21;136,89;1325,56;2,92;48,20
16/03/2010;1,00;0,79;1,29;1,41;1,38;1,63;1,21;136,27;1327,73;2,91;47,83
17/03/2010;1,00;0,80;1,29;1,41;1,39;1,62;1,21;136,32;1328,16;2,90;48,09
18/03/2010;1,00;0,80;1,29;1,42;1,39;1,63;1,21;136,90;1335,06;2,94;47,85
19/03/2010;1,00;0,80;1,29;1,42;1,41;1,64;1,21;137,90;1337,49;2,96;48,21
20/03/2010;1,00;0,80;1,29;1,42;1,42;1,63;1,21;138,38;1341,49;2,97;48,57
21/03/2010;1,00;0,80;1,29;1,43;1,43;1,63;1,21;138,72;1338,42;2,98;49,00
22/03/2010;1,00;0,79;1,29;1,43;1,43;1,63;1,21;138,48;1341,07;3,02;49,33
23/03/2010;1,00;0,80;1,29;1,43;1,43;1,63;1,21;138,67;1341,66;3,03;50,02
24/03/2010;1,00;0,79;1,30;1,42;1,43;1,64;1,21;139,05;1341,81;3,02;49,73
25/03/2010;1,00;0,79;1,29;1,42;1,44;1,63;1,21;140,11;1345,51;3,06;49,51
26/03/2010;1,00;0,79;1,29;1,41;1,43;1,63;1,21;139,84;1340,00;3,03;49,43
27/03/2010;1,00;0,79;1,28;1,41;1,45;1,63;1,21;140,09;1340,29;3,07;49,53
28/03/2010;1,00;0,79;1,29;1,42;1,45;1,63;1,21;139,87;1340,40;3,09;49,73
29/03/2010;1,00;0,78;1,28;1,42;1,45;1,62;1,21;139,50;1332,05;3,09;48,96
30/03/2010;1,00;0,78;1,27;1,41;1,44;1,62;1,21;138,88;1325,85;3,06;48,95
31/03/2010;1,00;0,78;1,27;1,41;1,45;1,62;1,21;138,93;1330,36;3,09;49,67
01/04/2010;1,00;0,78;1,27;1,42;1,46;1,62;1,21;138,97;1341,86;3,14;50,19
02/04/2010;1,00;0,78;1,26;1,41;1,44;1,61;1,21;138,11;1330,34;3,08;49,77
03/04/2010;1,00;0,78;1,26;1,41;1,45;1,61;1,21;138,53;1342,39;3,10;49,92
04/04/2010;1,00;0,78;1,26;1,41;1,44;1,61;1,21;137,47;1341,70;3,13;50,03
05/04/2010;1,00;0,79;1,26;1,41;1,44;1,61;1,21;137,46;1338,63;3,14;50,18
06/04/2010;1,00;0,79;1,26;1,41;1,44;1,61;1,21;137,25;1341,07;3,00;50,04
07/04/2010;1,00;0,78;1,26;1,41;1,43;1,61;1,21;136,90;1348,06;3,06;50,35
08/04/2010;1,00;0,79;1,26;1,41;1,44;1,62;1,21;136,97;1360,58;3,02;50,59
09/04/2010;1,00;0,79;1,28;1,42;1,44;1,62;1,21;137,37;1356,70;3,02;51,00
10/04/2010;1,00;0,79;1,26;1,42;1,45;1,61;1,21;136,27;1358,62;3,06;51,10
11/04/2010;1,00;0,79;1,27;1,42;1,45;1,61;1,21;135,95;1352,15;3,03;51,30
12/04/2010;1,00;0,79;1,26;1,42;1,45;1,61;1,21;135,29;1347,42;3,04;51,61
13/04/2010;1,00;0,80;1,27;1,44;1,45;1,62;1,21;135,50;1345,25;3,06;51,69
14/04/2010;1,00;0,80;1,27;1,44;1,46;1,63;1,21;134,95;1358,14;3,17;52,40
15/04/2010;1,00;0,80;1,28;1,44;1,46;1,63;1,21;136,45;1362,20;3,15;52,31
16/04/2010;1,00;0,79;1,28;1,44;1,46;1,62;1,21;136,62;1352,67;3,13;52,42
17/04/2010;1,00;0,79;1,28;1,44;1,45;1,62;1,21;136,20;1345,98;3,18;52,36
18/04/2010;1,00;0,79;1,27;1,42;1,44;1,61;1,21;135,79;1334,58;3,15;52,14
19/04/2010;1,00;0,79;1,27;1,42;1,44;1,61;1,21;136,42;1339,01;3,16;52,67
20/04/2010;1,00;0,79;1,27;1,42;1,44;1,62;1,21;136,64;1338,21;3,15;53,13
21/04/2010;1,00;0,79;1,27;1,43;1,44;1,62;1,21;136,76;1334,29;3,22;53,61
22/04/2010;1,00;0,79;1,27;1,43;1,44;1,62;1,21;137,45;1336,25;3,17;54,15
23/04/2010;1,00;0,79;1,27;1,42;1,43;1,62;1,21;137,75;1333,04;3,09;54,60
24/04/2010;1,00;0,79;1,26;1,41;1,43;1,61;1,21;137,27;1330,35;3,05;53,10
25/04/2010;1,00;0,78;1,25;1,41;1,42;1,61;1,21;140,18;1343,43;3,07;53,86
26/04/2010;1,00;0,78;1,25;1,41;1,43;1,61;1,21;142,19;1345,90;3,11;54,11
27/04/2010;1,00;0,78;1,25;1,43;1,43;1,61;1,21;141,96;1348,77;3,16;54,64
28/04/2010;1,00;0,78;1,25;1,43;1,45;1,62;1,20;143,21;1360,83;3,14;55,35
29/04/2010;1,00;0,79;1,25;1,43;1,45;1,62;1,20;143,33;1360,61;3,18;57,59
30/04/2010;1,00;0,78;1,24;1,42;1,44;1,61;1,20;142,89;1356,41;3,20;57,18
01/05/2010;1,00;0,79;1,25;1,41;1,44;1,61;1,20;142,56;1355,53;3,17;56,79
02/05/2010;1,00;0,78;1,24;1,42;1,44;1,61;1,20;143,88;1362,54;3,19;57,99
03/05/2010;1,00;0,79;1,25;1,41;1,43;1,61;1,20;143,63;1365,32;3,19;57,72
04/05/2010;1,00;0,79;1,25;1,41;1,43;1,61;1,20;143,87;1361,16;3,21;58,04
05/05/2010;1,00;0,79;1,24;1,42;1,43;1,62;1,20;144,94;1372,11;3,26;58,83
06/05/2010;1,00;0,80;1,25;1,41;1,43;1,62;1,20;145,30;1370,14;3,26;59,22
07/05/2010;1,00;0,80;1,25;1,41;1,43;1,62;1,20;145,91;1374,09;3,25;58,49
08/05/2010;1,00;0,80;1,25;1,42;1,45;1,63;1,20;147,45;1391,24;3,24;58,84
09/05/2010;1,00;0,80;1,25;1,42;1,46;1,63;1,20;148,25;1396,94;3,20;58,20
10/05/2010;1,00;0,79;1,24;1,40;1,43;1,61;1,20;146,46;1380,64;3,17;56,51
11/05/2010;1,00;0,79;1,24;1,40;1,44;1,62;1,20;146,82;1385,46;3,14;55,92
12/05/2010;1,00;0,79;1,24;1,40;1,46;1,62;1,20;146,66;1378,98;3,13;56,57
13/05/2010;1,00;0,79;1,25;1,41;1,47;1,62;1,20;146,91;1382,65;3,13;58,39
14/05/2010;1,00;0,79;1,25;1,40;1,46;1,62;1,20;146,67;1372,39;3,13;58,67
15/05/2010;1,00;0,80;1,25;1,42;1,46;1,63;1,20;147,69;1385,58;3,18;61,35
16/05/2010;1,00;0,79;1,25;1,42;1,47;1,63;1,20;147,62;1381,40;3,20;65,28
17/05/2010;1,00;0,79;1,24;1,41;1,47;1,62;1,20;148,08;1382,24;3,19;66,27
18/05/2010;1,00;0,79;1,23;1,40;1,46;1,61;1,20;147,20;1373,85;3,15;65,38
19/05/2010;1,00;0,79;1,23;1,40;1,47;1,62;1,20;147,64;1373,54;3,17;65,79
20/05/2010;1,00;0,79;1,24;1,41;1,48;1,63;1,20;149,03;1377,79;3,18;66,33
21/05/2010;1,00;0,78;1,23;1,40;1,48;1,62;1,20;148,45;1367,65;3,18;65,62
22/05/2010;1,00;0,79;1,24;1,42;1,49;1,63;1,20;148,02;1370,84;3,22;66,99
23/05/2010;1,00;0,79;1,24;1,42;1,48;1,63;1,20;147,33;1369,94;3,21;67,28
24/05/2010;1,00;0,79;1,24;1,43;1,51;1,63;1,20;147,20;1368,53;3,26;68,65
25/05/2010;1,00;0,79;1,25;1,44;1,51;1,63;1,20;147,41;1372,22;3,31;71,42
26/05/2010;1,00;0,79;1,24;1,44;1,51;1,63;1,20;147,67;1368,94;3,32;74,77
27/05/2010;1,00;0,80;1,25;1,46;1,52;1,63;1,20;145,79;1354,09;3,42;91,52
28/05/2010;1,00;0,79;1,24;1,45;1,52;1,62;1,20;145,89;1363,34;3,40;82,17
29/05/2010;1,00;0,79;1,23;1,42;1,50;1,61;1,21;145,96;1347,16;3,28;75,49
30/05/2010;1,00;0,78;1,23;1,42;1,50;1,61;1,20;146,41;1349,92;3,25;73,42
31/05/2010;1,00;0,78;1,23;1,43;1,51;1,62;1,20;147,06;1343,82;3,25;67,16
01/06/2010;1,00;0,79;1,22;1,42;1,50;1,61;1,20;146,80;1346,58;3,25;66,93
02/06/2010;1,00;0,79;1,22;1,42;1,51;1,62;1,20;147,07;1347,55;3,29;66,89
03/06/2010;1,00;0,74;2,00;1,65;2,07;3,93;1,63;140,91;1578,91;5,09;48,97
04/06/2010;1,00;0,96;1,93;1,78;1,63;2,59;1,17;166,25;1281,97;50,80;56,87
05/06/2010;1,00;0,78;1,22;1,42;1,50;1,61;1,20;146,96;1341,07;3,26;68,07
06/06/2010;1,00;0,78;1,22;1,41;1,49;1,61;1,20;145,41;1334,19;3,24;69,13
07/06/2010;1,00;0,78;1,21;1,41;1,48;1,61;1,20;145,23;1324,80;3,22;72,34
08/06/2010;1,00;0,97;2,68;1,57;1,68;3,30;1,56;153,91;1167,95;15,24;24,17
09/06/2010;1,00;0,78;1,20;1,41;1,48;1,60;1,20;145,21;1332,24;3,24;70,46
10/06/2010;1,00;0,78;1,19;1,40;1,48;1,59;1,20;143,00;1323,73;3,23;70,39
11/06/2010;1,00;0,78;1,19;1,40;1,46;1,59;1,20;141,69;1311,72;3,22;74,91
12/06/2010;1,00;0,78;1,18;1,40;1,47;1,58;1,20;141,17;1304,28;3,17;75,00
13/06/2010;1,00;0,78;1,18;1,39;1,45;1,58;1,20;141,00;1291,62;3,18;72,37
14/06/2010;1,00;0,78;1,18;1,40;1,45;1,58;1,20;140,81;1290,29;3,14;72,89
15/06/2010;1,00;0,78;1,18;1,40;1,45;1,58;1,20;140,56;1281,23;3,14;73,91
16/06/2010;1,00;0,78;1,18;1,41;1,44;1,57;1,20;139,56;1275,75;3,11;77,91
17/06/2010;1,00;0,78;1,18;1,41;1,45;1,57;1,20;137,48;1277,86;3,09;77,90
18/06/2010;1,00;0,77;1,17;1,39;1,41;1,55;1,03;136,48;1262,95;3,05;75,41
19/06/2010;1,00;0,76;1,16;1,39;1,41;1,54;1,01;135,06;1248,70;3,04;75,66
20/06/2010;1,00;0,77;1,16;1,39;1,41;1,55;1,01;136,27;1251,03;3,05;75,03
21/06/2010;1,00;0,76;1,16;1,39;1,41;1,55;1,01;137,37;1259,61;3,04;75,38
22/06/2010;1,00;0,77;1,16;1,40;1,41;1,55;1,00;136,07;1255,38;3,01;76,12
23/06/2010;1,00;0,76;1,16;1,44;1,43;1,55;0,99;136,70;1259,38;3,00;74,78
24/06/2010;1,00;0,75;1,12;1,39;1,42;1,51;0,98;132,12;1208,90;2,91;72,22
25/06/2010;1,00;0,75;1,12;1,40;1,42;1,51;1,00;133,03;1217,04;2,92;73,84
26/06/2010;1,00;0,75;1,13;1,41;1,42;1,52;1,02;133,08;1219,73;2,93;76,67
27/06/2010;1,00;0,75;1,13;1,41;1,42;1,53;1,02;133,70;1231,76;2,93;76,91
28/06/2010;1,00;0,75;1,13;1,42;1,45;1,53;1,04;133,43;1240,27;2,94;78,27
29/06/2010;1,00;0,75;1,13;1,43;1,45;1,53;1,05;133,08;1246,54;3,01;79,93
30/06/2010;1,00;0,75;1,13;1,43;1,45;1,53;1,05;133,06;1246,12;3,03;78,06
01/07/2010;1,00;0,75;1,14;1,43;1,48;1,54;1,05;133,48;1251,26;3,08;75,81
02/07/2010;1,00;0,75;1,14;1,43;1,47;1,54;1,06;134,49;1243,24;3,09;75,50
03/07/2010;1,00;0,75;1,14;1,43;1,46;1,54;1,06;133,98;1243,16;3,12;76,27
04/07/2010;1,00;0,75;1,14;1,42;1,46;1,54;1,05;134,28;1244,86;3,15;76,86
05/07/2010;1,00;0,74;1,13;1,41;1,44;1,53;1,04;133,72;1236,75;3,14;74,73
06/07/2010;1,00;0,74;1,13;1,41;1,45;1,53;1,05;134,67;1237,19;3,16;74,57
07/07/2010;1,00;0,74;1,13;1,43;1,46;1,54;1,05;135,50;1250,19;3,24;74,66
08/07/2010;1,00;0,74;1,13;1,42;1,48;1,54;1,06;135,72;1255,70;3,26;75,29
09/07/2010;1,00;0,74;1,14;1,42;1,47;1,54;1,06;135,46;1251,51;3,24;72,99
10/07/2010;1,00;0,74;1,14;1,42;1,47;1,55;1,06;135,26;1257,23;3,23;71,47
11/07/2010;1,00;0,74;1,14;1,41;1,46;1,55;1,06;135,61;1262,44;3,24;71,44
12/07/2010;1,00;0,74;1,14;1,42;1,46;1,55;1,07;135,69;1267,02;3,22;70,57
13/07/2010;1,00;0,74;1,14;1,43;1,46;1,55;1,08;135,52;1267,63;3,25;70,71
14/07/2010;1,00;0,73;1,13;1,41;1,44;1,54;1,07;133,91;1254,90;3,24;70,20
15/07/2010;1,00;0,74;1,13;1,43;1,45;1,54;1,07;134,50;1253,43;3,27;72,56
16/07/2010;1,00;0,73;1,13;1,43;1,46;1,54;1,08;135,36;1261,64;3,25;71,42
17/07/2010;1,00;0,73;1,13;1,41;1,44;1,54;1,08;134,92;1248,89;3,24;70,34
18/07/2010;1,00;0,73;1,13;1,41;1,44;1,53;1,07;134,54;1240,60;3,23;68,82
19/07/2010;1,00;0,73;1,12;1,40;1,44;1,53;1,06;134,05;1236,16;3,26;69,20
20/07/2010;1,00;0,73;1,12;1,40;1,44;1,53;1,07;134,47;1235,65;3,21;70,00
21/07/2010;1,00;0,73;1,12;1,40;1,43;1,52;1,07;133,74;1225,66;3,25;69,56
22/07/2010;1,00;0,73;1,11;1,39;1,42;1,52;1,07;133,15;1222,39;3,30;68,63
23/07/2010;1,00;0,73;1,11;1,38;1,42;1,52;1,07;133,10;1218,84;3,30;67,61
24/07/2010;1,00;0,72;1,10;1,37;1,40;1,50;1,07;131,48;1203,83;3,29;65,22
25/07/2010;1,00;0,72;1,09;1,37;1,40;1,50;1,07;131,31;1209,21;3,36;66,06
26/07/2010;1,00;0,71;1,07;1,36;1,40;1,49;1,07;130,29;1206,66;3,37;65,98
27/07/2010;1,00;0,70;1,06;1,34;1,39;1,47;1,07;128,33;1193,24;3,31;65,66
28/07/2010;1,00;0,71;1,06;1,34;1,38;1,46;1,06;128,29;1188,78;3,30;64,21
29/07/2010;1,00;0,72;1,06;1,35;1,38;1,47;1,06;128,41;1199,18;3,39;64,51
30/07/2010;1,00;0,71;1,06;1,35;1,38;1,47;1,06;127,96;1195,32;3,41;65,50
31/07/2010;1,00;0,72;1,06;1,36;1,39;1,48;1,07;128,90;1197,96;3,48;65,76
01/08/2010;1,00;0,72;1,06;1,36;1,39;1,47;1,06;128,35;1196,29;3,43;64,90
02/08/2010;1,00;0,72;1,07;1,36;1,40;1,48;1,06;129,12;1197,86;3,47;64,17
03/08/2010;1,00;0,73;1,08;1,37;1,40;1,49;1,06;130,26;1207,96;3,52;64,93
04/08/2010;1,00;0,73;1,09;1,37;1,39;1,50;1,06;130,80;1208,50;3,50;64,39
05/08/2010;1,00;0,73;1,10;1,36;1,38;1,49;1,05;130,89;1209,42;3,42;63,42
06/08/2010;1,00;0,74;1,10;1,37;1,39;1,50;1,05;131,13;1208,22;3,43;62,57
07/08/2010;1,00;0,74;1,10;1,37;1,40;1,50;1,05;130,67;1212,14;3,49;62,77
08/08/2010;1,00;0,73;1,09;1,36;1,39;1,49;1,05;129,39;1199,43;3,48;62,23
09/08/2010;1,00;0,73;1,08;1,37;1,42;1,49;1,04;130,02;1201,04;3,56;62,56
10/08/2010;1,00;0,73;1,08;1,37;1,42;1,48;1,05;128,95;1192,58;3,50;62,44
11/08/2010;1,00;0,73;1,08;1,36;1,42;1,47;1,04;129,29;1187,67;3,40;62,44
12/08/2010;1,00;0,73;1,08;1,37;1,43;1,47;1,04;129,59;1183,31;3,43;61,83
13/08/2010;1,00;0,85;4,25;1,26;1,80;3,54;1,20;132,42;1761,71;40,04;29,46
14/08/2010;1,00;0,95;2,57;1,49;1,48;2,80;1,39;128,00;1863,86;43,95;75,94
15/08/2010;1,00;0,73;1,08;1,36;1,42;1,47;1,04;130,33;1183,28;3,40;59,83
16/08/2010;1,00;0,73;1,09;1,35;1,41;1,47;1,04;130,09;1184,59;3,37;58,60
17/08/2010;1,00;0,73;1,08;1,35;1,40;1,46;1,04;129,22;1175,39;3,27;56,00
18/08/2010;1,00;0,72;1,06;1,34;1,38;1,44;1,04;127,32;1157,92;3,26;54,54
19/08/2010;1,00;0,72;1,06;1,33;1,39;1,45;1,04;127,20;1163,30;3,27;55,26
20/08/2010;1,00;0,72;1,06;1,33;1,39;1,44;1,03;126,67;1156,94;3,29;54,94
21/08/2010;1,00;0,72;1,06;1,33;1,39;1,44;1,03;126,52;1159,50;3,27;53,61
22/08/2010;1,00;0,72;1,07;1,32;1,38;1,45;1,03;127,64;1164,56;3,23;53,41
23/08/2010;1,00;0,72;1,08;1,32;1,38;1,45;1,03;128,45;1167,11;3,26;54,91
24/08/2010;1,00;0,72;1,07;1,31;1,38;1,45;1,03;127,68;1160,25;3,27;57,18
25/08/2010;1,00;0,72;1,07;1,31;1,38;1,44;1,03;127,75;1158,82;3,24;57,44
26/08/2010;1,00;0,71;1,07;1,32;1,38;1,45;1,03;128,45;1157,83;3,25;56,82
27/08/2010;1,00;0,72;1,08;1,32;1,39;1,45;1,04;129,36;1167,64;3,23;55,30
28/08/2010;1,00;0,72;1,08;1,31;1,39;1,45;1,03;129,36;1167,10;3,22;55,44
29/08/2010;1,00;0,72;1,08;1,32;1,39;1,44;1,04;129,23;1162,38;3,20;55,85
30/08/2010;1,00;0,72;1,09;1,32;1,38;1,44;1,05;130,09;1167,18;3,18;57,03
31/08/2010;1,00;0,72;1,10;1,33;1,38;1,46;1,05;131,20;1179,14;3,25;56,79
